Tempo,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10
0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.002,0.48685234956913,0.481754436563487,0.478921565785191,0.482809706288374,0.483138587826885,0.484091396556563,0.481404356375255,0.474768936787468,0.480370789834596,0.484459808415995
0.004,0.476899250108723,0.467913658444167,0.462126426259233,0.469246063463271,0.470296996252253,0.471939670533103,0.466459055792737,0.454213998694786,0.465095310283858,0.472189525982149
0.006,0.467638079452996,0.455080990248341,0.446575744819644,0.456434279093108,0.458302596850562,0.460572699990912,0.452591139558894,0.434924560987974,0.450918299917982,0.460670944239438
0.008,0.458672587533912,0.442778282137884,0.431794508628568,0.444004558692578,0.446721361044212,0.449573382426769,0.439352956872386,0.416571210120462,0.437380215521542,0.449529933470178
0.01,0.449989755963276,0.430848451706425,0.417586573873752,0.431792916357619,0.435418695923128,0.438834662363224,0.426675851598087,0.398593138872371,0.424282680522542,0.438685012589454
0.012,0.441586298054741,0.419660503322858,0.404458649186413,0.42014473790225,0.424669052676648,0.428581073985091,0.414742340951321,0.382297398177655,0.412127320170086,0.428321228823669
0.014,0.43369716943917,0.408900288338765,0.391871613993505,0.408728889150701,0.414248846748333,0.418677282584336,0.403466010046703,0.366001657482939,0.400424858635879,0.418387246854035
0.016,0.4258080408236,0.398140073354672,0.379284578800598,0.397313040399153,0.403828640820017,0.40877349118358,0.392189679142086,0.350244591957794,0.388722397101672,0.408453264884402
0.018,0.417918912208029,0.388230983788661,0.368386999351732,0.386585419483184,0.394216221860591,0.399265902157398,0.381981672927525,0.336020334137972,0.378148908494307,0.398594852352492
0.02,0.410770984607753,0.379159429282193,0.358114364798997,0.376310403084443,0.385077897254662,0.390606622801719,0.372662266500083,0.321796076318149,0.368426569076353,0.389987647135197
0.022,0.40408651167226,0.370087874775725,0.347841730246262,0.366035386685702,0.375939572648734,0.38194734344604,0.36334286007264,0.309381107713355,0.3587042296584,0.381380441917902
0.024,0.397402038736767,0.361076074521918,0.33788930020655,0.356214864859314,0.36726588402695,0.373288064090361,0.354023453645198,0.297368632555836,0.34922349657537,0.372773236700606
0.026,0.390717565801274,0.353994841854821,0.33047332402496,0.347255013815999,0.359687421130597,0.365733898797867,0.347035126087607,0.285356157398317,0.341792080892069,0.36472047950052
0.028,0.38478800885082,0.346913609187725,0.323057347843371,0.338295162772684,0.352108958234244,0.358588281841805,0.340173262451905,0.275667208494572,0.334360665208768,0.357673720840832
0.03,0.379562885137845,0.339832376520629,0.315641371661781,0.329344560206925,0.344530495337892,0.351442664885743,0.333311398816203,0.266297232422973,0.326929249525467,0.350626962181145
0.032,0.37433776142487,0.333271077592634,0.308225395480192,0.32195194733026,0.338122150648186,0.344297047929681,0.326449535180501,0.256927256351374,0.320246014406242,0.343580203521457
0.034,0.369112637711894,0.328458578856803,0.303250302697529,0.314559334453594,0.332385149743277,0.338598785767459,0.320625941318038,0.249233231456381,0.31538255563301,0.337049838376165
0.036,0.363887513998919,0.323646080120972,0.299080575495517,0.307166721576929,0.326648148838369,0.333243250619176,0.316669272680713,0.242659881053735,0.310519096859777,0.331881245896713
0.038,0.360311129981252,0.318833581385141,0.294910848293506,0.300193425301483,0.32091114793346,0.327887715470894,0.312712604043388,0.236086530651089,0.305655638086545,0.32671265341726
0.04,0.356810810378897,0.31427832046118,0.290741121091494,0.294695307989687,0.316554664575452,0.322532180322611,0.308755935406063,0.230751482717729,0.301152482777841,0.321544060937808
0.042,0.353310490776542,0.311942182664639,0.286586721102501,0.28919719067789,0.312912194150077,0.318340404107819,0.304799266768737,0.226748948617575,0.299042429563166,0.316375468458356
0.044,0.349810171174187,0.309606044868099,0.285436841193904,0.283699073366093,0.309269723724702,0.315022693626553,0.301459028506333,0.222746414517421,0.296932376348491,0.312558661329662
0.046,0.346309851571832,0.307269907071558,0.284286961285307,0.278448189877145,0.305627253299327,0.311704983145286,0.300324226185572,0.220385534614845,0.294822323133815,0.309603686322251
0.048,0.344644084678858,0.304933769275017,0.28313708137671,0.275117919115621,0.302807879950755,0.308387272664019,0.299189423864811,0.21868514075231,0.29271226991914,0.30664871131484
0.05,0.343083009450285,0.304166252312197,0.281987201468113,0.271787648354098,0.301434558486947,0.305091415460629,0.298054621544049,0.216984746889775,0.292183203865511,0.303693736307429
0.052,0.341521934221712,0.304372208191467,0.282971223004952,0.268457377592575,0.300061237023138,0.303979061254206,0.296919819223288,0.21731269198736,0.292798793917439,0.300738761300018
0.054,0.339960858993139,0.304578164070737,0.284447242221538,0.265127106831052,0.29868791555933,0.302866707047783,0.296890230874705,0.217810450449213,0.293414383969367,0.298730996308677
0.056,0.338399783764566,0.304784119950008,0.285923261438124,0.263350552731427,0.297314594095522,0.30175435284136,0.298253382616737,0.218308208911066,0.294029974021296,0.298104222351979
0.058,0.337898314200089,0.304990075829278,0.287399280654709,0.262215851320542,0.297535713094617,0.300641998634938,0.29961653435877,0.220495624842801,0.294645564073224,0.297477448395281
0.06,0.338392064963465,0.30678146602698,0.288875299871295,0.261081149909657,0.298461468979089,0.299672742704198,0.300979686100802,0.223345319720757,0.29692873516915,0.296850674438583
0.062,0.338885815726841,0.309382279195706,0.292755256015066,0.259946448498772,0.299387224863562,0.300787439342991,0.302342837842835,0.226195014598712,0.30004546371164,0.296223900481885
