Tempo,Posicao_mm
3.08027618328596,90.4379392151765
3.13027618328596,90.4379331550562
3.18027618328596,90.4379282983874
3.23027618328596,90.4379244234638
3.28027618328596,90.4379213449258
3.33027618328596,90.4379189089545
3.38027618328596,90.4379169889846
3.43027618328596,90.4379154815919
3.48027618328596,90.4379143025179
3.53027618328596,90.4379133837333
3.58027618328596,90.4379126704745
3.63027618328596,90.4379121188039
3.68027618328596,90.4379116936263
3.73027618328596,90.4379113672757
3.78027618328596,90.4379111179751
3.83027618328596,90.4379109281319
3.88027618328596,90.4379107842353
3.93027618328596,90.4379106757356
3.98027618328596,90.4379105941296
4.03027618328596,90.4379105330493
4.08027618328596,90.4379104877439
4.13027618328596,90.4379104543317
4.18027618328596,90.4379104298225
4.23027618328596,90.43791041204
4.28027618328596,90.4379103992263
4.33027618328596,90.4379103900812
4.38027618328596,90.4379103836374
4.43027618328596,90.4379103791693
4.48027618328596,90.4379103761272
4.53027618328596,90.4379103741107
4.58027618328595,90.437910372823
4.63027618328595,90.4379103720428
4.68027618328595,90.4379103716107
4.73027618328595,90.437910371411
4.78027618328595,90.4379103713623
4.83027618328595,90.4379103714083
4.88027618328595,90.4379103715086
4.93027618328595,90.4379103716368
4.98027618328595,90.4379103717754
5.03027618328595,90.437910371913
5.08027618328595,90.4379103720429
5.13027618328595,90.4379103721613
5.18027618328595,90.4379103722667
5.23027618328595,90.4379103723586
5.28027618328595,90.4379103724376
5.33027618328595,90.4379103725047
5.38027618328595,90.4379103725611
5.43027618328595,90.4379103726081
5.48027618328595,90.437910372647
5.53027618328595,90.4379103726789
5.58027618328595,90.4379103727049
5.63027618328595,90.437910372726
5.68027618328595,90.437910372743
5.73027618328595,90.4379103727567
5.78027618328595,90.4379103727676
5.83027618328595,90.4379103727763
5.88027618328595,90.4379103727832
5.93027618328595,90.4379103727886
5.98027618328595,90.4379103727928
6.03027618328595,90.4379103727962
6.08027618328595,90.4379103727988
6.13027618328595,90.4379103728008
6.18027618328595,90.4379103728024
6.23027618328595,90.4379103728036
6.28027618328595,90.4379103728045
6.33027618328595,90.4379103728052
6.38027618328595,90.4379103728058
6.43027618328595,90.4379103728062
6.48027618328595,90.4379103728065
6.53027618328595,90.4379103728067
6.58027618328595,90.4379103728069
6.63027618328595,90.437910372807
6.68027618328595,90.4379103728071
6.73027618328595,90.4379103728072
6.78027618328595,90.4379103728072
6.83027618328595,90.4379103728073
6.88027618328595,90.4379103728073
6.93027618328595,90.4379103728073
6.98027618328595,90.4379103728074
7.03027618328595,90.4379103728074
7.08027618328595,90.4379103728074
7.13027618328595,90.4379103728074
7.18027618328595,90.4379103728074
7.23027618328595,90.4379103728074
7.28027618328595,90.4379103728074
7.33027618328595,90.4379103728074
7.38027618328594,90.4379103728074
7.43027618328594,90.4379103728074
7.48027618328594,90.4379103728074
7.53027618328594,90.4379103728074
7.58027618328594,90.4379103728074
7.63027618328594,90.4379103728074
7.68027618328594,90.4379103728074
7.73027618328594,90.4379103728074
7.78027618328594,90.4379103728074
7.83027618328594,90.4379103728074
7.88027618328594,90.4379103728074
7.93027618328594,90.4379103728074
7.98027618328594,90.4379103728074
8.03027618328594,90.4379103728074
8.08027618328594,90.4379103728074
8.13027618328594,90.4379103728074
8.18027618328595,90.4379103728074
8.23027618328595,90.4379103728074
8.28027618328595,90.4379103728074
8.33027618328595,90.4379103728074
8.38027618328595,90.4379103728074
8.43027618328595,90.4379103728074
8.48027618328595,90.4379103728074
8.53027618328595,90.4379103728074
8.58027618328595,90.4379103728074
8.63027618328595,90.4379103728074
8.68027618328595,90.4379103728074
8.73027618328595,90.4379103728074
8.78027618328595,90.4379103728074
8.83027618328595,90.4379103728074
8.88027618328596,90.4379103728074
8.93027618328596,90.4379103728074
8.98027618328596,90.4379103728074
9.03027618328596,90.4379103728074
9.08027618328596,90.4379103728074
9.13027618328596,90.4379103728074
9.18027618328596,90.4379103728074
9.23027618328596,90.4379103728074
9.28027618328596,90.4379103728074
9.33027618328596,90.4379103728074
9.38027618328596,90.4379103728074
9.43027618328596,90.4379103728074
9.48027618328596,90.4379103728074
9.53027618328596,90.4379103728074
9.58027618328597,90.4379103728074
9.63027618328597,90.4379103728074
9.68027618328597,90.4379103728074
9.73027618328597,90.4379103728074
9.78027618328597,90.4379103728074
9.83027618328597,90.4379103728074
9.88027618328597,90.4379103728074
9.93027618328597,90.4379103728074
9.98027618328597,90.4379103728074
10,90.4379103728074
