Tempo,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10
0,0,0,0,0,0,0,0,0,0,0
0.002,0.288817567959399,0.286682140164014,0.291838587168345,0.289088551821843,0.287335812990665,0.29117374728819,0.286717729062047,0.292069002618101,0.28610824230981,0.291795162301537
0.004,0.320491620421508,0.315942734563251,0.328082705132571,0.320456552309922,0.317032035403968,0.324889785523018,0.315351045497834,0.32721810855701,0.313185778686729,0.327227939421839
0.006,0.317513176909235,0.311197836114081,0.329917677753855,0.31668596660784,0.312153612659095,0.323904715238568,0.309474290171812,0.327874742199416,0.305546444423837,0.328193842241804
0.008,0.31188869686885,0.304033000374215,0.328579715702263,0.309867169877212,0.304524719106987,0.319482087461935,0.300992389107021,0.325020936390443,0.295430749275785,0.326004414309204
0.01,0.306364452021192,0.29732567050146,0.327026394139211,0.302860154775079,0.297013300479436,0.314829811309716,0.292728085265743,0.321921604547884,0.285513128283509,0.323658503655487
0.012,0.302684056731039,0.292486413345058,0.326643276842303,0.297518765393077,0.29151856024277,0.311458312905213,0.286677141306111,0.31997959496961,0.278148995182853,0.32261176685703
0.014,0.299003661440887,0.287647156188657,0.326316629385144,0.292320353591411,0.286023820006105,0.308368933176172,0.280626197346479,0.318315024623517,0.270784862082196,0.321613179637372
0.016,0.295773314703826,0.284179092501121,0.326225916078716,0.287121941789746,0.280529079769439,0.305279553447131,0.274575253386847,0.316650454277424,0.263420728981539,0.321094678956896
0.018,0.294430603413091,0.281987111113191,0.327407311982808,0.282424857452619,0.277057828933134,0.302190173718091,0.271083043233754,0.314985883931331,0.258923622299686,0.321666132508002
0.02,0.293087892122356,0.279795129725262,0.328588707886901,0.279591256822637,0.27427221871667,0.300927900944079,0.267946390437324,0.315054260423036,0.25472107371203,0.322237586059108
0.022,0.291745180831621,0.278498333565794,0.329770103790994,0.276757656192655,0.271486608500206,0.299871197665271,0.264809737640895,0.315247841559629,0.250518525124373,0.323127948992741
0.024,0.291912113397991,0.27842177323483,0.332083289350883,0.273924055562674,0.269330135025213,0.298814494386463,0.262921200462788,0.315441422696221,0.247935713920244,0.325031195992176
0.026,0.292409030077386,0.278345212903867,0.334578513391339,0.271920247061187,0.268730369807939,0.297757791107656,0.262119588369717,0.315635003832813,0.246254826495401,0.326934442991612
0.028,0.292905946756782,0.278941958674169,0.337073737431796,0.271096955999247,0.268130604590664,0.298217128058288,0.261317976276646,0.317123458389147,0.244573939070557,0.328973048175772
0.03,0.294200273511558,0.280573622893676,0.340135059408347,0.270273664937307,0.26753083937339,0.298896336677464,0.260547975935512,0.318929929232171,0.243334894515814,0.331977167658044
0.032,0.29612335477684,0.282205287113183,0.343734329746285,0.269450373875367,0.268125240485056,0.299575545296639,0.261639126281032,0.320736400075195,0.243685948757053,0.334981287140316
0.034,0.298046436042122,0.284085176489168,0.347333600084224,0.269450146546638,0.269302934205279,0.300254753915815,0.262730276626552,0.32254287091822,0.244037002998291,0.337985406622588
0.036,0.300106178230533,0.286781238885261,0.351063449250388,0.270344279535128,0.270480627925501,0.301957685074301,0.263821426972072,0.324932360114018,0.24438805723953,0.341461373603359
0.038,0.302872128005416,0.904797962380912,0.355628335670798,0.271238412523618,0.271658321645723,0.304121797967823,0.265359680099204,0.328093713407404,0.245735729263858,0.345374553336657
0.04,0.306065641823811,0.69505166637293,0.360193222091209,0.272132545512109,0.274093000349786,0.306285910861346,0.267965734432997,0.33125506670079,0.247719199619181,0.599512589405523
