Tempo,Sim_1,Sim_2,Sim_3,Sim_4,Sim_5,Sim_6,Sim_7,Sim_8,Sim_9,Sim_10
0,0,0,0,0,0,0,0,0,0,0
0.01,0.333459207324284,0.333401055912947,0.310216317810825,0.307364297786491,0.326825198990556,0.330117318345965,0.352178097853595,0.324021125275552,0.330819088298028,0.298015205420359
0.02,0.761854535560947,0.744815696081273,0.601226614427966,0.311787921312072,0.639742658373428,0.735193929578861,0.756484376583259,0.66548542585154,0.666184505872683,0.300017878623868
0.03,0.710749007090071,0.783515349284515,0.625465400614639,0.504005540840356,0.573753629030182,0.760350946394984,0.776068319838345,0.701155036260141,0.688638379973472,0.571057959390064
0.04,0.728934695564856,0.807272651168653,0.639027807529035,0.528225935151979,0.592584806975165,0.784622871813537,0.808402357292479,0.721520337204854,0.712044933981055,0.584106052669617
0.05,0.742829928225435,0.826130830963832,0.649177356222423,0.540277376069543,0.607153399122754,0.803291247504127,0.834731570687295,0.737274552950136,0.730046447065528,0.593733993271565
0.06,0.752385464031356,0.839811797623296,0.656531008708749,0.54925942824254,0.617526521962405,0.816639883699448,0.855144364099053,0.748542584793752,0.743007516502645,0.601081338402501
0.07,0.75791441086657,0.848961561986143,0.661599098727262,0.555660853082275,0.624106017916055,0.825479914568938,0.869723945053832,0.755662392046508,0.751383590516409,0.606701834386554
0.08,0.760024237933518,0.854069377146716,0.664779288142208,0.559894567959518,0.627143105030535,0.830231904395419,0.878984552906965,0.759563367642374,0.756105488827509,0.610733847929064
0.09,0.759200435230222,0.855762904656211,0.666548264306568,0.562281809673762,0.627637474317851,0.831890075214485,0.883275015643945,0.760881726140518,0.757709541050042,0.613574043623772
0.1,0.75609562903999,0.85487959276683,0.667225061243367,0.563377434752881,0.626086345565729,0.831142710029402,0.883833614122918,0.760184701159408,0.756839921487241,0.615477680691561
0.11,0.751232289451039,0.851811681609848,0.666726616361492,0.563475209797253,0.622493256543979,0.828008268468398,0.880700051370054,0.757339491907638,0.754236429972175,0.616437149172542
0.12,0.745095007923417,0.846784278983529,0.66564106331494,0.562433531175341,0.617958631701325,0.823379402928496,0.874735462707277,0.753576072966146,0.74961161606791,0.616764686534942
0.13,0.737731996529288,0.840840943090217,0.664208982848451,0.560876750169194,0.612659596361976,0.817953551955745,0.86659500818903,0.748963921001439,0.744127293228872,0.616759663182302
0.14,0.729953834025449,0.834017819148347,0.6621920384532,0.558950885285462,0.606497082716589,0.811340559324055,0.856785625112169,0.743478791727169,0.737954485239822,0.616217495899544
0.15,0.721850836995744,0.826544177387119,0.660127394522098,0.556522657177439,0.600232645151565,0.804502369931804,0.845636815869863,0.737841130441585,0.731088295813498,0.615509260533435
0.16,0.713651258391464,0.818860928134525,0.657825182263686,0.554041853006249,0.593757097537221,0.797290670327127,0.833563916431381,0.731861315801192,0.724107747025502,0.614530677197422
0.17,0.705452291550394,0.811074716261886,0.655522908423741,0.551307430346553,0.587363310296954,0.790122650188419,0.821103369703311,0.725889332329934,0.717022112506309,0.613466908017337
0.18,0.697711524905545,0.803269976249762,0.653214964768518,0.548573007686858,0.581193136898955,0.783022678822596,0.808399521315245,0.720104703881961,0.709931380924756,0.612233376953243
0.19,0.689970758260695,0.795834532472001,0.650907021113295,0.545851796377179,0.575022963500955,0.775956804630155,0.795739616631142,0.714320075433988,0.703248742722988,0.610999845889148
0.2,0.683079821468887,0.788605854600408,0.648693242741537,0.543134157930604,0.569632290984427,0.769612791663189,0.783246878948818,0.708954173470758,0.696704648108202,0.609679295277164
0.21,0.676312537231341,0.781396667949653,0.646646512355615,0.540445935275253,0.564294335848139,0.763268778696222,0.771225930298849,0.703880452629526,0.69019525670266,0.608351894289655
0.22,0.669964432955445,0.775263429593283,0.644599781969692,0.537996828179954,0.559060678669539,0.757242323460998,0.759494156313067,0.698806731788294,0.684694382948598,0.607024493302145
0.23,0.664528701545357,0.769130191236913,0.642553051583769,0.535547721084654,0.554875413371001,0.752075931667852,0.748711984947191,0.694382450963721,0.679193509194536,0.605749129847349
0.24,0.65909297013527,0.763297574818832,0.640818015834711,0.533098613989354,0.550690148072463,0.746909539874706,0.737929813581314,0.690337751142088,0.673897169179391,0.604474134745274
0.25,0.654338644201876,0.758484103390636,0.639217175382314,0.530923728827343,0.546553581347886,0.742140467760559,0.728626295375476,0.686293051320455,0.669634615385572,0.6031991396432
0.26,0.650324628991603,0.753670631962441,0.637616334929918,0.528931924538563,0.543563649284179,0.738284722810716,0.719525270489147,0.682749351129458,0.665372061591752,0.601953770025247
0.27,0.64631061378133,0.749130725789519,0.636015494477521,0.526940120249783,0.540573717220473,0.734428977860874,0.711140959660802,0.679799170717075,0.661168604362216,0.600860303168377
0.28,0.642800610017546,0.745684812262892,0.634711529641041,0.524948315961003,0.537583785156767,0.730618450008071,0.703930631890274,0.676848990304692,0.658169602068595,0.599766836311507
0.29,0.640140837196002,0.742238898736264,0.633578158858808,0.523242899348697,0.535317385063863,0.728043204656653,0.696720304119745,0.67389880989231,0.655170599774975,0.598673369454637
0.3,0.637481064374458,0.738792985209637,0.632444788076575,0.521760759388175,0.533410686108752,0.725467959305236,0.690862996271839,0.671904218320387,0.652171597481354,0.597579902597768
0.31,0.634821291552914,0.73634769432949,0.631311417294342,0.520278619427652,0.531503987153642,0.722892713953818,0.685712967286404,0.669963567118301,0.649778921211272,0.596550893647609
0.32,0.633099576886106,0.734144722103611,0.630209424169929,0.518796479467129,0.529597288198531,0.720639999931825,0.680562938300969,0.668022915916214,0.647899648054879,0.59569779982031
0.33,0.631557048897869,0.731941749877732,0.6294638550237,0.517373760351659,0.528510885648705,0.71911651302062,0.676080259131277,0.666160368106011,0.646020374898487,0.594844705993011
0.34,0.630014520909633,0.729880126532197,0.62871828587747,0.516359438036729,0.527439877631563,0.717593026109415,0.672948322782078,0.665018152449572,0.644141101742095,0.593991612165713
0.35,0.628663426726811,0.728649910860618,0.627972716731241,0.5153451157218,0.52636886961442,0.71606953919821,0.669816386432879,0.663875936793134,0.642983400466402,0.593138518338414
0.36,0.62791891387562,0.72741969518904,0.627227147585011,0.514330793406871,0.525459141290028,0.715010095261513,0.66668445008368,0.662733721136695,0.641957656545058,0.592344909815694
0.37,0.627174401024428,0.726189479517461,0.626658018753538,0.513316471091942,0.524964239799964,0.714235220275948,0.664722922949841,0.66170833510327,0.640931912623713,0.591713645452089
0.38,0.626429888173237,0.725244535920408,0.626192406502243,0.512417803820168,0.524469338309901,0.713460345290381,0.663213377917239,0.661129953362836,0.639930491776685,0.591082381088484
