Tempo,Tensao
0,3.85853111474781
3.15544362088405e-30,3.85853111474781
0.000136906493032047,3.25187734219243
0.00059075356044493,2.33996075547001
0.0014693367548986,1.71144335896897
0.00329857199656153,1.26464303211952
0.00679195644863436,0.992095555703558
0.012379188980621,0.8616918888037
0.0207135617263023,0.818655439214118
0.0325592617543649,0.826736651708008
0.0488282990878186,0.856086789533816
0.0705784526632919,0.883251678551495
0.0989934067322468,0.895969715021533
0.135608883320226,0.893597752939683
0.183986226672097,0.880605972609509
0.233986226672097,0.865412746138472
0.283986226672097,0.851282704104858
0.333986226672097,0.838713581874558
0.383986226672097,0.827730361926752
0.433986226672097,0.818246340465481
0.483986226672097,0.810134828262812
0.533986226672097,0.803252748795166
0.583986226672097,0.797453537461701
0.633986226672097,0.792595326990035
0.683986226672098,0.788545923936478
0.733986226672098,0.785185462784578
0.783986226672098,0.782407445654749
0.833986226672098,0.780118721698967
0.883986226672098,0.778238815229552
0.933986226672098,0.776698890738259
0.983986226672098,0.775440550186977
1.0339862266721,0.774414588719274
1.0839862266721,0.77357978780085
1.1339862266721,0.772901791140047
1.1839862266721,0.772352086404551
1.2339862266721,0.771907101180571
1.2839862266721,0.771547412871194
1.3339862266721,0.771257066370644
1.3839862266721,0.771022990391808
1.4339862266721,0.770834502550402
1.4839862266721,0.770682892187352
1.5339862266721,0.770561070879612
1.5839862266721,0.770463281103982
1.6339862266721,0.770384854335097
1.6839862266721,0.770322011090584
1.7339862266721,0.770271696145021
1.7839862266721,0.770231443091009
1.8339862266721,0.770199263399931
1.8839862266721,0.770173555749211
1.9339862266721,0.770153032052654
1.9839862266721,0.770136657273317
2.0339862266721,0.770123600518867
2.0839862266721,0.770113195404168
2.1339862266721,0.770104907938634
2.1839862266721,0.77009831057111
2.2339862266721,0.770093061247907
2.2839862266721,0.770088886509236
2.3339862266721,0.77008556789352
2.3839862266721,0.770082930990572
2.4339862266721,0.770080836636673
2.4839862266721,0.770079173875045
2.5339862266721,0.770077854278316
2.5839862266721,0.770076807411984
2.6339862266721,0.770075977207132
2.6839862266721,0.770075319049853
2.7339862266721,0.770074797459487
2.7839862266721,0.770074384227102
2.8339862266721,0.77007405694734
2.8839862266721,0.770073797821958
2.9339862266721,0.770073592718691
2.9839862266721,0.770073430418268
3.03398622667209,0.770073302020789
3.08398622667209,0.770073200472759
3.13398622667209,0.770073120178861
3.18398622667209,0.770073056707591
3.23398622667209,0.770073006545555
3.28398622667209,0.77007296691101
3.33398622667209,0.770072935602763
3.38398622667209,0.770072910878072
3.43398622667209,0.770072891355916
3.48398622667209,0.770072875940804
3.53398622667209,0.770072863772606
3.58398622667209,0.770072854169784
3.63398622667209,0.770072846593349
3.68398622667209,0.770072840617192
3.73398622667209,0.770072835903594
3.78398622667209,0.770072832187211
3.83398622667209,0.770072829255474
3.88398622667209,0.770072826946324
3.93398622667209,0.770072825129163
3.98398622667209,0.770072823694636
4.03398622667209,0.770072822562203
4.08398622667209,0.770072821672154
4.13398622667209,0.770072820971641
4.18398622667209,0.770072820418874
4.23398622667209,0.77007281998342
4.28398622667209,0.770072819641178
4.33398622667209,0.770072819371625
4.38398622667209,0.770072819158941
4.43398622667209,0.770072818991497
4.48398622667209,0.770072818860265
4.53398622667209,0.770072818757103
4.58398622667209,0.770072818675393
4.63398622667209,0.770072818610929
4.68398622667209,0.770072818560262
4.73398622667209,0.770072818520462
4.78398622667209,0.770072818489263
4.83398622667209,0.770072818464718
4.88398622667209,0.770072818445472
4.93398622667209,0.770072818430379
4.98398622667209,0.770072818418496
5.03398622667209,0.770072818409156
5.08398622667209,0.770072818401819
5.13398622667209,0.770072818396065
5.18398622667209,0.770072818391553
5.23398622667209,0.770072818388006
5.28398622667209,0.770072818385207
5.33398622667209,0.770072818382999
5.38398622667209,0.770072818381273
