Tempo,Velocidade
5.98398622667208,5.40019657982864e-13
6.03398622667208,4.23463671558904e-13
6.08398622667208,3.32526001023009e-13
6.13398622667208,2.60956042126379e-13
6.18398622667208,2.0438514663079e-13
6.23398622667208,1.60354255807219e-13
6.28398622667208,1.25613806929669e-13
6.33398622667208,9.82347262365606e-14
6.38398622667208,7.70762384732139e-14
6.43398622667208,6.04401628413508e-14
6.48398622667208,4.73807776568093e-14
6.53398622667208,3.69943000756616e-14
6.58398622667208,2.88907782938258e-14
6.63398622667208,2.26924853289367e-14
6.68398622667208,1.77789576474195e-14
6.73398622667208,1.39280999480736e-14
6.78398622667208,1.09831290009274e-14
6.83398622667208,8.4960493463053e-15
6.88398622667208,6.71638917742154e-15
6.93398622667208,5.28137779157258e-15
6.98398622667208,4.00584731438115e-15
7.03398622667208,3.08586660538378e-15
7.08398622667208,2.55665251746416e-15
7.13398622667208,2.0400451210224e-15
7.18398622667208,1.60402694714465e-15
7.23398622667208,1.1301694201318e-15
7.28398622667208,8.68657738300976e-16
7.33398622667208,6.39514294526148e-16
7.38398622667208,5.96881500912542e-16
7.43398622667208,5.10274577658179e-16
7.48398622667208,4.00920331418199e-16
7.53398622667208,3.26514091698031e-16
7.58398622667208,3.97113043110364e-16
7.63398622667208,3.59196889327412e-16
7.68398622667208,2.48436576538859e-16
7.73398622667208,1.02421654943244e-16
7.78398622667208,8.51013374929309e-17
7.83398622667208,6.36564692613675e-17
7.88398622667208,7.00486285835526e-17
7.93398622667208,7.7082666119756e-17
7.98398622667208,8.48230370283781e-17
8.03398622667208,6.33502228405042e-17
8.08398622667208,6.97116299714867e-17
8.13398622667208,7.67118272893325e-17
8.18398622667208,8.44149598635884e-17
8.23398622667208,6.29011679984518e-17
8.28398622667208,6.92174826175795e-17
8.33398622667208,7.61680593917247e-17
8.38398622667208,8.38165887013615e-17
8.43398622667208,6.2242710503333e-17
8.48398622667208,6.84929051308162e-17
8.53398622667208,7.53707223757194e-17
8.58398622667208,8.29391858994444e-17
8.63398622667209,6.12772019901715e-17
8.68398622667209,6.74304436399815e-17
8.73398622667209,7.42015722293261e-17
8.78398622667209,8.16526337969888e-17
8.83398622667209,5.9861458839098e-17
8.88398622667209,6.58725365284188e-17
8.93398622667209,7.24872255511047e-17
8.98398622667209,7.97661384396495e-17
9.03398622667209,5.77855282362197e-17
9.08398622667209,6.35881482572253e-17
9.13398622667209,6.99734470238597e-17
9.18398622667209,7.69999350915924e-17
9.23398622667209,8.4731998440605e-17
9.28398622667209,6.32500424771306e-17
9.3339862266721,6.96013898474781e-17
9.3839862266721,7.65905172388178e-17
9.4339862266721,8.42814682833836e-17
9.4839862266721,6.27542716620809e-17
9.5339862266721,6.90558354664554e-17
9.5839862266721,7.59901802007788e-17
9.6339862266721,8.36208475061005e-17
9.6839862266721,6.20273136639475e-17
9.7339862266721,6.82558788964796e-17
9.7839862266721,7.51098947984715e-17
9.8339862266721,8.26521669319304e-17
9.8839862266721,6.0961361584866e-17
9.9339862266721,6.70828876492135e-17
9.9839862266721,7.38191158852689e-17
10,7.41859731645645e-17
